id,group_id,role,chosen,treat,cond,q1,q2,q3,q4,q5,q6,q7,q8,full_comp,invest_comp,tp_invest,tp_invest_perc,send,send_perc,return,return_perc,payoff,comments
z535c6rqi8fqyay2,306,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqw1n38cbg,117,TP,FALSE,Choice / Knowledge,H,2,c,c,c,c,c,c,3,0,0,0.15,33.33,NA,NA,0.1,10,0,
z535c6rql7sqzk0e,108,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0.6,
z535c6rqqjtrlm8p,118,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq5f01awdv,323,TP,FALSE,Random / Knowledge,H,c,3,c,c,c,c,3,c,0,0,0.3,66.67,NA,NA,0.5,50,0,
z535c6rqaromcbyy,112,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqcfna6m4d,117,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0,
z535c6rqcr4badc8,108,TP,FALSE,Random / Anonymous,P,c,3,c,1,c,2,c,c,0,0,0.45,100,NA,NA,0.5,50,0,
z535c6rqhdkod2hr,297,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0,
z535c6rqdkjs0mzt,318,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.12,26.67,NA,NA,0.5,50,0.37,Thank You. Hav a good day. 
z535c6rqmljb31gi,120,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqlpwg8el7,112,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,THANK YOU 
z535c6rqomcinqun,324,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.3,66.67,NA,NA,0.3,30,0.63,
z535c6rqkmyqsrqg,297,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqsladyjqa,318,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqipw0pgd0,120,TP,TRUE,Random / Knowledge,H,c,c,c,c,1,2,2,c,0,0,0.25,55.56,NA,NA,0.4,40,0.36,
z535c6rqrwa2uboo,116,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.3,30,0.63,
z535c6rqac228e6s,127,TP,TRUE,Random / Anonymous,H,c,3,c,1,2,c,2,c,0,0,0.2,44.44,NA,NA,0.5,50,0.45,The game is interesting.
z535c6rqmv7k3ypq,111,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.1,10,0,Interesting game.  Lots of rules to remember.
z535c6rqzsxc87j6,116,TP,FALSE,Choice / Knowledge,P,c,1,2,2,c,c,c,1,0,0,0.01,2.22,NA,NA,0.1,10,0,Great study and very challenging. I really like this a lot. Make different ones!!! 
z535c6rq6tm0u1cr,324,TP,FALSE,Choice / Knowledge,H,c,c,2,c,c,c,2,c,0,0,0.25,55.56,NA,NA,0,0,0,"This was an interesting study,like doing it."
z535c6rqkvlz3o7c,307,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.5,50,0,
z535c6rq2wkwbxgg,127,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqmtl1ipbz,111,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.1,
z535c6rq6f5uc6fj,125,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.45,
z535c6rq1fq2fgu2,307,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,3,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqk2mjeem1,131,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.45,Have a great day!
z535c6rquffsbvij,121,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0.18,
z535c6rq1hlwwe27,125,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq3tempehz,131,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqvifpw97i,322,TP,FALSE,Random / Knowledge,P,c,c,2,c,1,2,c,c,0,0,0,0,NA,NA,0.7,70,0,
z535c6rqphuigbea,123,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqkfwi7oyk,121,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqk4rztt7e,397,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,
z535c6rqrliczpqf,322,TP,TRUE,Random / Knowledge,P,c,3,c,c,c,1,c,c,0,0,0,0,NA,NA,0.5,50,0.19,
z535c6rqoxux2aq4,123,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,2,c,0,1,0,0,NA,NA,0.1,10,0,
z535c6rq037e82tv,124,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.22,no problems
z535c6rqesqe87d7,129,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq91i23ksk,114,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,
z535c6rqedqhucjo,397,TP,FALSE,Random / Anonymous,H,c,3,c,1,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,Thank you
z535c6rqq1c63boz,119,TP,TRUE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rq7ijbnd85,412,TP,TRUE,Random / Knowledge,H,c,c,c,c,1,c,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqbttss1vk,124,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqrq4svjzd,129,TP,TRUE,Choice / Knowledge,H,3,c,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0,0,0.87,i like nachos
z535c6rqcvghd32d,114,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqg7qho9yd,139,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq0fmqcq5b,119,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,thanks
z535c6rqhlfjuzos,412,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqrz8bolk4,311,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.3,
z535c6rqmbd2f7qy,327,TP,TRUE,Choice / Knowledge,H,c,c,2,c,3,c,c,c,0,0,0.25,55.56,NA,NA,0.4,40,0.54,
z535c6rqfjpuvqte,312,TP,FALSE,Random / Anonymous,P,c,c,c,3,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqpsp7igc4,139,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,1,c,c,0,1,0.45,100,NA,NA,0.3,30,0,thanks!
z535c6rq7ayymuiu,122,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0.9,
z535c6rq0xjpn2pq,132,TP,TRUE,Random / Knowledge,H,c,3,c,c,c,c,c,1,0,0,0.22,48.89,NA,NA,0.5,50,0.45,
z535c6rqttwgqv1m,311,TP,FALSE,Choice / Knowledge,P,c,c,c,c,1,c,c,1,0,0,0,0,NA,NA,0.5,50,0,
z535c6rq0hdqnirl,327,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqq57bg5ql,312,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.54,
z535c6rqpkxzvjkr,142,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0.25,55.56,NA,NA,0.4,40,0,
z535c6rq8vxjk9th,122,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqzl7mo0lq,133,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.2,20,0,
z535c6rqpalklmdl,142,TP,TRUE,Random / Anonymous,H,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqoxb9s09j,128,TP,TRUE,Random / Knowledge,P,c,c,2,c,c,c,c,3,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqcv6kq3ir,132,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqdqlf4bog,138,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,Thank you!
z535c6rqqmu7ym74,388,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.3,66.67,NA,NA,0.5,50,0,
z535c6rq0cwf39mj,304,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqnyxipgbj,136,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqdo0cssbt,133,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,
z535c6rqo2wg6nnx,138,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,no comment
z535c6rq0s3vgxsa,388,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.3,No comments
z535c6rqamgq8a20,304,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.3,30,0.21,Interesting game.
z535c6rq9zzrdamz,128,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqkn29payw,137,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0.3,
z535c6rq5j1py8ix,331,TP,FALSE,Choice / Knowledge,H,c,c,2,c,c,c,c,1,0,0,0.05,11.11,NA,NA,0,0,0,
z535c6rq652964vf,149,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rqr9w1lgym,136,TP,TRUE,Random / Knowledge,H,c,c,1,c,c,2,c,c,0,0,0,0,NA,NA,0.2,20,0,
z535c6rqj6v797vw,137,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqwjvyzdfx,331,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqh8xbjz4s,126,TP,FALSE,Random / Anonymous,P,3,1,2,1,3,2,2,1,0,0,0,0,NA,NA,0,0,0,
z535c6rq0owvya0c,149,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rqmqce45hw,325,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,NONE
z535c6rqc0kphe7n,140,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqxfb2eq00,141,TP,TRUE,Choice / Knowledge,P,c,3,c,c,3,c,2,c,0,0,0.25,55.56,NA,NA,0.3,30,0.42,
z535c6rqyv8q093k,144,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.3,30,0.63,
z535c6rql7dsu6io,126,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqueif7d7g,308,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.18,
z535c6rqj908mwok,325,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.2,20,0.36,
z535c6rq0bk8u3ax,141,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq3p0i9myv,144,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqrbvvybq9,130,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,1,c,c,0,1,0.2,44.44,NA,NA,0.5,50,0.45,none
z535c6rqpczhp02v,308,TP,FALSE,Random / Anonymous,H,c,3,c,1,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rq47fomw08,140,TP,TRUE,Random / Knowledge,H,c,1,c,c,c,c,c,c,0,0,0.3,66.67,NA,NA,0.5,50,0.45,
z535c6rqw1aqmpt2,421,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq7l4zt6fy,441,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0,
z535c6rqf3ohiodg,130,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,thanks
z535c6rqyz0uyfmo,158,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqjpz8jbq0,135,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqg1oad2p9,158,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rq1x9tic6m,143,TP,FALSE,Random / Knowledge,H,c,3,c,c,c,2,2,c,0,0,0.25,55.56,NA,NA,0.1,10,0,
z535c6rqq8bo755g,421,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0.9,No issues
z535c6rqb0vm48fp,441,TP,TRUE,Choice / Knowledge,H,c,1,c,c,c,1,2,c,0,0,0.2,44.44,NA,NA,0,0,0.45,I enjoyed this HIT
z535c6rqwqbkhpk2,134,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.36,
z535c6rqhpoy4ta5,163,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqw9rql9zm,143,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.4,88.89,NA,NA,0.5,50,0.3,
z535c6rq1zeii4uc,147,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.45,
z535c6rq50qzcygt,153,TP,TRUE,Choice / Knowledge,H,c,c,c,c,1,c,c,c,0,0,0.05,11.11,NA,NA,0.3,30,0.32,
z535c6rqaigtztaz,163,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.2,20,0.36,"It's absurd that in the second ""game"", I had to decide a percentage to return without knowing what the person did first? Cause that would totally change my behavior...?"
z535c6rqx17k126e,147,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq2deszt1p,153,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0.3,30,0,
z535c6rqpioo189p,134,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqmdpbpmfb,313,TP,FALSE,Random / Anonymous,H,c,3,c,c,c,2,c,c,0,0,0.23,51.11,NA,NA,0.5,50,0,
z535c6rq3jkvr5di,135,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0.5,50,0.15,
z535c6rqqwma3swz,146,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.3,30,0,
z535c6rqd9s7onw3,152,TP,TRUE,Choice / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0,0,0.6,
z535c6rqs4kur2r4,430,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.22,
z535c6rqfigpjja1,320,TP,FALSE,Random / Anonymous,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.1,10,0,
z535c6rqxs6bznif,313,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.3,30,0.11,
z535c6rq25fhmsfa,329,TP,FALSE,Random / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqgx2kddz3,146,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.3,30,0.21,
z535c6rqwzcc6zcr,152,TP,FALSE,Choice / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqvaroo0aa,430,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,The questions were clear and I experienced no problems.
z535c6rq4spxilad,320,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.15,
z535c6rq5qkxbw0r,329,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0.9,Thanks
z535c6rqrk211kq8,151,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.3,30,0,
z535c6rq1t4mr9n4,156,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.4,40,0,
z535c6rq1zkqzhdr,161,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqemf0bell,170,TP,FALSE,Random / Anonymous,H,c,c,c,c,3,c,c,c,0,0,0.05,11.11,NA,NA,0.4,40,0,
z535c6rqptrg32f3,334,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqapibrzei,151,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqaeptwmvt,161,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.54,
z535c6rq9gxj7pjo,389,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,1,0,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqgqb720yv,334,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,2,c,0,1,0.45,100,NA,NA,1,100,0,"Surprisingly complex, but quite interesting...Thanks!"
z535c6rqsb7qgrms,156,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,none
z535c6rqhsv0z6ux,165,TP,TRUE,Choice / Knowledge,H,c,c,2,1,c,c,2,c,0,0,0.45,100,NA,NA,0.5,50,0.07,
z535c6rq9n4jog5y,170,TP,TRUE,Random / Anonymous,H,c,c,c,c,3,1,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqpfchrand,145,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.36,Fun and Interesting
z535c6rqy7xjpu7c,160,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,
z535c6rqgcs5chn8,389,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,3,c,0,1,0.25,55.56,NA,NA,0.2,20,0.46,na
z535c6rqifxon2t8,175,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,"Thanks, and all the best with your research!"
z535c6rqatc8root,145,TP,FALSE,Random / Knowledge,P,c,1,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqrqlt1m48,155,TP,FALSE,Random / Knowledge,H,c,c,1,c,c,2,c,c,0,0,0,0,NA,NA,0,0,0,great task
z535c6rq23s5so97,160,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,2,c,1,0,1,0.15,33.33,NA,NA,0.5,50,0.45,
z535c6rqw5uga12k,165,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqq3pjdjws,175,TP,FALSE,Random / Anonymous,H,c,c,c,3,c,1,3,3,0,0,0.1,22.22,NA,NA,0.1,10,0,
z535c6rq1dnovjji,150,TP,FALSE,Random / Knowledge,P,c,3,c,c,3,c,3,3,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqyjdsmcns,155,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,I always try to be fair!
z535c6rqe1wj0k0q,328,TP,TRUE,Random / Anonymous,P,c,c,c,1,c,2,c,1,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqa2mf27sc,177,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0,
z535c6rqorpi0w6m,150,TP,TRUE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0.22,
z535c6rqodepaoks,422,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqi1h69g5t,169,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.18,
z535c6rqila6t80r,328,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.3,30,0,
z535c6rqtpo39o0j,177,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,2,c,0,1,0.25,55.56,NA,NA,0.3,30,0.63,
z535c6rqcsps7uvf,154,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.2,20,0,
z535c6rq570f5ggl,422,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqvnmoiibi,169,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,3,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqief8kgik,148,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,3,c,0,1,0.25,55.56,NA,NA,0.5,50,0.15,
z535c6rq6t6zy1l0,317,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0,excellent HIT
z535c6rqr6nbllox,154,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq9jxi5f62,330,TP,TRUE,Random / Knowledge,H,c,c,c,1,c,2,c,c,0,0,0.1,22.22,NA,NA,0.1,10,0.81,
z535c6rq14305wxk,423,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq3up09cfa,173,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.1,22.22,NA,NA,0,0,0,Thanks
z535c6rqmwvtmo9r,148,TP,FALSE,Random / Anonymous,P,c,3,c,c,c,c,2,c,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqhwbmwd8d,317,TP,TRUE,Random / Anonymous,H,c,3,c,3,c,c,c,c,0,0,0.15,33.33,NA,NA,0.5,50,0,
z535c6rqh5apnduf,159,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,3,3,0,1,0.15,33.33,NA,NA,0.2,20,0,"For some reason I thought it only tripled in Game B if they actually sent money, and also it wasn't completely clear to me if it meant they participated in MY game A or just game A at all."
z535c6rq0kj07yh4,330,TP,FALSE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0.1,22.22,NA,NA,0.2,20,0,This survey is EXTREMELY stupid.  It is obviously EXTREMELY necessecary to know EXACT AMOUNTS in order to make a decision.  It is MANDATORY to show us the EXACT AMOUNT in order to get accurate results
z535c6rqynfu0xo2,423,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,3,c,0,1,0.15,33.33,NA,NA,0.5,50,0,Hello? Anybody there?
z535c6rq2tposkn7,173,TP,TRUE,Choice / Knowledge,H,c,c,c,2,c,c,c,c,0,0,0.45,100,NA,NA,0.5,50,0.45,
z535c6rqppfqjbsm,186,TP,TRUE,Random / Anonymous,H,2,c,c,c,c,c,c,c,0,0,0.1,22.22,NA,NA,0.4,40,0.11,
z535c6rq1sij7psk,159,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,
z535c6rqkrglf0vw,326,TP,TRUE,Choice / Knowledge,P,c,c,c,2,1,c,c,c,0,0,0.15,33.33,NA,NA,0.4,40,0.27,
z535c6rq99r4qjv6,442,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.15,I have nothing to add. 
z535c6rqgsuo43tm,332,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqf8yx9jmo,186,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqsyd9v4cg,413,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rquc53j4qh,326,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.5,50,0,Thank you
