study,study6,study8,study9,study10,study11,study12,condition,punonly,helponly,helpfirst,TG,q1correct,q2correct,q3correct,q4correct,q5correct,q6correct,q7correct,compscore,perfectcomp,compscoreTG,perfectcompTG,postqcorrect,crt,highcrt,help,punish,return,anger,bad,deservep,outrage,compassion,deserves,good,posemot,age,male,edu,income,NFC,FII
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,0,1,1,,,,3,0,,,,2,1,1,0,,,,,,,,,,35,0,4,7,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,0,0,1,1,,,,,,,,,,34,1,5,7,2,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,3,1,0,,,,,,,0,0,44,15,35,1,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,29,0,5,3,2,2
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,0,,40,,,40,,,,,52,0,4,5,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,0,1,0,,,,2,0,,,,,,1,,,,,,,44,56,100,67,20,1,4,1,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,,,,,,,,,26,1,6,7,1,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,2,1,0,0,,,,,,,,,,26,1,2,5,3,3
11,0,0,0,0,1,0,Punishment Only,1,0,,1,0,0,1,1,0,1,1,2,0,2,0,,,,,0,50,,,,,,,,,25,0,6,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,0,1,1,1,1,0,1,3,0,2,0,,1,0,,0,50,,,,,,,,,62,0,3,6,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,0,0,1,3,0,1,0,,0,0,1,,50,,,,,78,56,100,78,30,1,5,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,50,67,78,67,70,,,,,28,0,4,5,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,0,0,,0,,,0,,,,,30,0,4,6,4,5
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,0,,,,,,,,,20,1,2,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,1,20,,,,,,,,,29,0,2,7,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,2,1,0,0,,,,,,,,,,28,1,5,4,2,5
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,50,,,,,,,,,29,1,2,3,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,0,0,1,0,3,0,1,0,,,,0,,0,,,,,,,,,31,1,5,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,,2,1,,0,,,,,,,,,,57,1,6,8,1,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,0,,,,2,0,,,,,,1,0,,0,0,11,4,44,44,78,56,33,0,4,5,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,22,11,100,44,28,1,6,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,0,50,,,,,,,,,32,0,5,7,3,3
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,0,0,0,1,3,0,1,0,,,,,1,50,,,,,,,,,38,1,3,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,1,0,0,,0,,100,,,100,,,,,34,1,6,6,5,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,0,1,1,,,,2,0,,,,0,0,,0,,,,,,,,,,41,0,5,7,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,0,50,,,,,,,,,33,0,5,5,3,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,56,0,19,0,11,78,30,25,0,5,4,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,0,100,,,,,,,,,35,0,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,38,0,5,10,2,3
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,50,,,,,,,,,37,0,5,9,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,1,0,0,,1,,60,,,60,,,,,25,0,2,1,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,,,1,0,,,,,,,,,,26,0,6,8,2,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,1,50,,,,,,,,,28,1,5,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,1,,,,3,0,,,,,,1,,,,,,,100,100,100,100,54,0,2,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,0,0,0,,1,,0,,,0,,,,,46,1,2,5,4,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,0,,,,2,0,,,,1,0,1,1,,0,0,0,0,0,0,0,0,35,1,6,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,30,,,,,,,,,22,0,6,8,3,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,1,0,50,11,0,0,4,33,67,67,56,20,1,2,2,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,0,1,1,1,0,1,3,0,2,0,,,,,0,100,,,,,,,,,22,0,4,2,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,78,100,100,93,78,100,100,93,41,0,4,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,0,,,0,,,,,30,1,4,8,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,1,,20,,,20,,,,,40,0,2,6,1,4
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,0,,0,,,,,,,,,24,0,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,,,,,,,,,37,0,5,9,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,0,0,,0,,,0,,,,,26,1,2,6,5,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,,1,50,,,,,,,,,31,0,4,3,2,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,1,,67,100,67,78,,,,,49,1,4,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,0,,50,,,50,,,,,36,0,4,4,3,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,0,0,1,1,50,67,89,100,85,78,100,100,93,26,0,2,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,30,,,30,,,,,64,0,2,4,3,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,20,,,,,,,,,27,1,5,7,4,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,40,,,,,,,,,36,1,4,4,2,3
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,78,67,78,74,62,0,2,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,1,50,,,,,,,,,62,0,2,3,3,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,3,1,1,1,,11,56,67,44,56,67,89,70,36,0,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,2,1,,0,,50,,,50,,,,,44,1,4,8,3,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,,50,,,,,56,89,100,81,35,0,5,9,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,,,,,,,,,34,1,5,6,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,,2,1,,0,,,,,,,,,,60,1,4,5,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,1,0,1,0,,30,,,30,,,,,62,1,4,5,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,32,1,5,9,4,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,11,11,56,26,,,,,32,1,5,9,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,1,0,,60,,,60,,,,,78,0,5,5,2,3
11,0,0,0,0,1,0,Helping Only,0,1,,1,0,1,0,0,1,0,1,1,0,2,0,,,,1,,50,,,,,,,,,32,1,5,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,0,0,0,,0,,80,,,80,,,,,25,0,2,5,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,1,0,1,1,50,,,,,,,,,39,1,5,4,4,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,1,,90,,,90,,,,,40,1,5,4,5,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,27,0,5,4,1,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,44,0,15,33,78,78,63,57,0,5,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,50,,,50,,,,,26,0,4,1,1,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,1,,60,,,60,,,,,27,0,5,7,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,0,,40,,,40,,,,,34,1,2,2,2,5
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,22,33,33,30,,,,,33,1,2,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,1,2,1,,0,,30,,,30,,,,,34,0,4,4,3,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,0,0,0,0,3,0,0,0,,,,0,1,50,,,,,,,,,19,1,4,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,0,0,,,,1,0,,,0,0,0,,0,,70,,,70,,,,,32,1,6,5,4,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,,,,1,1,40,,,,,,,,,37,0,2,2,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,1,,0,,,0,,,,,20,1,2,9,2,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,,,,,,,,,24,0,5,6,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,36,1,5,5,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,0,0,1,0,,50,,,50,,,,,30,0,5,9,3,2
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,0,1,0,0,,,,1,0,,,,0,0,0,1,,0,0,11,4,0,22,22,15,29,0,4,1,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,1,0,0,0,,,,,,,,,,21,1,4,1,2,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,1,0,50,,,,,,,,,31,1,2,6,1,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,67,0,78,48,23,1,2,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,0,0,,0,,80,,,80,,,,,78,0,6,6,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,30,,,30,,,,,25,1,5,8,1,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,33,33,67,44,78,56,56,63,32,0,6,9,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,0,1,3,0,2,0,,1,0,0,,0,,,,,0,0,67,22,25,0,4,3,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,1,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,1,50,,,,,,,,,18,0,2,1,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,1,0,,30,,,30,,,,,60,1,2,10,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,25,0,4,6,2,5
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,56,56,56,56,,,,,30,1,4,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,,,,,,,,,61,1,5,10,1,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,1,0,1,0,,50,,,50,,,,,61,0,2,9,1,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,0,1,4,1,1,0,,,,1,1,100,,,,,,,,,32,1,2,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,,,,0,40,22,11,11,15,,,,,27,0,5,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,60,0,0,44,15,,,,,29,0,4,1,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,0,0,1,0,,44,22,44,37,67,78,100,81,24,0,5,7,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,50,67,56,22,48,,,,,51,0,5,8,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,0,1,1,0,1,3,0,2,0,,,,0,,50,,,,,11,22,11,15,42,0,5,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,0,,,0,,,,,38,0,3,1,3,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,27,1,2,5,2,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,1,0,1,3,0,2,0,,,,1,0,30,11,0,11,7,78,67,67,70,26,1,5,3,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,1,0,50,22,22,22,22,44,44,56,48,46,0,6,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,1,0,,80,,,80,,,,,35,0,5,9,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,1,,50,,,50,,,,,59,0,4,2,3,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,3,1,,1,50,,,,,,,,,31,0,6,7,2,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,0,0,0,1,1,1,1,1,0,3,1,,1,0,0,1,100,0,0,0,0,0,0,0,0,37,1,5,8,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,0,0,,,,2,0,,,,1,0,,0,,,,,,,,,,37,1,5,7,3,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,1,0,3,0,2,0,,0,0,1,,40,,,,,78,78,78,78,25,1,5,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,,0,50,,,,,,,,,25,1,5,6,3,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,,,0,0,,11,11,22,15,22,78,44,48,46,0,2,10,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,0,,0,,,,,0,0,44,15,32,1,5,6,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,0,56,89,48,30,1,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,0,50,,,,,,,,,42,1,5,6,3,5
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,0,1,1,1,1,3,0,3,1,,,,1,0,30,,,,,,,,,18,1,2,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,,0,40,,,,,,,,,29,1,3,4,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,1,1,,,,,,,,,,27,1,5,6,2,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,22,33,44,33,44,44,67,52,27,1,5,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,3,1,1,0,,30,,,30,,,,,20,1,4,5,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,0,50,,,,,,,,,38,0,6,5,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,0,1,1,3,0,2,0,,1,0,,0,50,,,,,,,,,31,0,6,10,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,0,,0,,,0,,,,,41,0,6,4,2,3
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,2,1,1,,50,,,,,,,,,38,0,6,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,0,0,1,1,50,,,,,,,,,27,0,5,4,3,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,2,1,1,1,,,,,,,,,,28,1,4,5,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,1,,0,,,0,,,,,73,0,5,6,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,0,,20,,,20,,,,,51,0,6,5,4,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,0,0,0,0,22,67,30,31,0,5,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,1,30,0,0,11,4,,,,,24,0,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,0,,10,,,10,,,,,23,0,5,3,3,5
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,0,20,11,56,67,44,,,,,25,1,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,0,1,4,1,1,0,,1,0,1,0,40,,,,,,,,,28,0,5,7,1,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,0,0,1,0,,50,,,50,,,,,55,0,4,6,1,4
11,0,0,0,0,1,0,Helping Only,0,1,,1,0,0,1,0,1,1,1,1,0,3,1,,,,1,,40,,,,,,,,,52,0,5,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,0,,0,,,0,,,,,44,1,2,3,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,0,0,1,3,0,1,0,,0,0,,0,40,,,,,,,,,66,0,4,4,5,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,1,,100,,,,,100,100,100,100,65,0,2,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,1,3,1,,0,,0,,,0,,,,,39,1,5,7,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,0,,,,,,,,,38,1,5,6,2,3
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,89,100,100,96,29,0,4,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,1,1,0,,,,2,0,,,,0,0,1,0,,,,,,,,,,33,0,5,5,2,3
8,0,1,0,0,0,0,Helping Only,0,1,,0,0,1,1,1,,,,3,0,,,,,,0,,,,,,,0,100,100,67,38,0,5,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,,0,0,,1,,44,44,67,52,,,,,26,0,5,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,33,1,6,10,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,0,1,,,,3,0,,,,,,1,1,,,,,,,,,,21,0,2,1,2,2
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,27,1,5,8,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,0,0,1,0,1,2,0,2,0,,,,,1,50,,,,,,,,,31,0,5,7,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,0,0,0,1,,40,,,40,,,,,40,1,5,5,4,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,1,0,1,0,,0,,,0,,,,,31,1,5,4,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,1,0,50,,,,,,,,,22,0,5,2,3,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,3,1,,0,50,11,11,33,19,,,,,32,1,5,10,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,0,0,,0,40,0,33,22,19,,,,,23,0,4,1,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,11,33,78,41,40,1,6,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,0,,50,,,50,,,,,20,0,4,1,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,0,,,,1,0,,,0,1,0,1,1,,100,,,100,,,,,69,1,4,7,5,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,1,,80,,,80,,,,,21,1,4,6,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,20,,,20,,,,,27,1,4,4,2,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,0,,22,22,22,22,,,,,24,0,5,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,0,0,,20,,,20,,,,,33,1,5,3,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,0,1,,,,3,0,,,1,2,1,,0,,30,,,30,,,,,44,1,5,10,2,4
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,1,50,,,,,,,,,23,1,4,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,1,0,1,,,,,,,89,89,100,93,34,1,4,7,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,1,,11,11,22,15,,,,,30,1,5,7,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,1,,40,,,,,67,89,89,81,43,0,2,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,1,,50,,,50,,,,,34,0,3,4,2,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,2,1,0,,,,,,,0,0,0,0,38,0,4,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,0,0,,0,,,0,,,,,37,0,4,4,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,0,0,0,0,,40,,,40,,,,,26,0,6,7,4,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,0,1,0,,,,2,0,,,,0,0,0,,,,,,,22,33,56,37,38,0,4,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,0,0,0,,1,,50,,,50,,,,,40,0,4,5,3,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,0,0,1,0,,0,11,0,4,78,89,89,85,31,0,6,10,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,0,100,0,0,0,0,100,100,100,100,34,1,5,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,0,1,1,3,0,2,0,,2,1,1,0,50,,,,,,,,,53,0,6,8,3,4
